,ID,Latitude,Longitude,nasapid,LatNP,LonNP,geometry,2022-01-02_standing water,2022-01-04,2022-01-07,2022-01-09,2022-01-14,2022-01-19,2022-02-03,2022-02-08,2022-02-11,2022-02-21,2022-02-23,2022-02-28,2022-03-03,2022-03-05,2022-03-13,total_area,flooding_date,total_flooded_area
12,5522927,16.5416666667,-16.125,153688,16.75,-16.25,"MULTIPOLYGON (((-16.16666666666663 16.5, -16.16666666666663 16.583333333333314, -16.08333333333337 16.583333333333314, -16.08333333333337 16.5, -16.16666666666663 16.5)))",3970.4900000000002,37.5,38.11,38.21,332.76,332.76,333.21000000000004,337.12,337.16,337.16,337.17,337.27000000000004,337.99,338.04,375.54,4322.97,2022-01-14,338.04
13,5522934,16.5416666667,-15.5416666667,153689,16.75,-15.75,"MULTIPOLYGON (((-15.583333333333371 16.5, -15.583333333333371 16.583333333333314, -15.5 16.583333333333314, -15.5 16.5, -15.583333333333371 16.5)))",0.65,0.0,8.4,8.4,375.24,375.24,375.24,380.25,2144.65,2144.65,2144.65,2144.65,2144.65,2144.65,2144.65,2145.3,2022-02-11,2144.65
14,5522933,16.5416666667,-15.625,153689,16.75,-15.75,"MULTIPOLYGON (((-15.666666666666629 16.5, -15.666666666666629 16.583333333333314, -15.583333333333371 16.583333333333314, -15.583333333333371 16.5, -15.666666666666629 16.5)))",0.11,0.0,380.40000000000003,380.40000000000003,547.5,547.5,547.5,549.4200000000001,1342.8300000000002,1342.8300000000002,1342.8300000000002,1342.8300000000002,1342.8300000000002,1342.8300000000002,1342.8300000000002,1342.94,2022-02-11,1342.8300000000002
15,5518605,16.4583333333,-16.2916666667,152968,16.25,-16.25,"MULTIPOLYGON (((-16.333333333333314 16.41666666666663, -16.333333333333314 16.5, -16.25 16.5, -16.25 16.41666666666663, -16.333333333333314 16.41666666666663)))",3187.82,1100.28,1123.63,1124.06,1553.72,1553.8300000000002,1563.91,1576.19,1622.91,1623.16,1627.3700000000001,1693.5900000000001,1700.73,1700.78,2800.9900000000002,5119.67,2022-03-13,1700.78
16,5522931,16.5416666667,-15.7916666667,153689,16.75,-15.75,"MULTIPOLYGON (((-15.833333333333314 16.5, -15.833333333333314 16.583333333333314, -15.75 16.583333333333314, -15.75 16.5, -15.833333333333314 16.5)))",0.01,0.14,47.43,47.730000000000004,116.86,116.86,116.97,117.9,117.9,117.94000000000001,117.94000000000001,117.94000000000001,117.94000000000001,117.94000000000001,118.07000000000001,236.44,2022-01-14,117.94000000000001
17,5501324,16.125,-16.375,152968,16.25,-16.25,"MULTIPOLYGON (((-16.416666666666686 16.083333333333428, -16.416666666666686 16.166666666666686, -16.333333333333314 16.166666666666686, -16.333333333333314 16.083333333333428, -16.416666666666686 16.083333333333428)))",103.92,436.79,441.44,6153.47,6251.96,6251.96,6252.56,6264.39,6282.780000000001,6282.780000000001,6282.780000000001,6282.780000000001,6282.88,6282.89,6719.54,8602.560000000001,2022-01-09,6282.89
18,5518609,16.4583333333,-15.9583333333,152969,16.25,-15.75,"MULTIPOLYGON (((-16 16.41666666666663, -16 16.5, -15.916666666666686 16.5, -15.916666666666686 16.41666666666663, -16 16.41666666666663)))",31.380000000000003,98.58,289.67,337.76,670.84,749.1800000000001,875.26,891.5400000000001,1573.5800000000002,1615.41,1667.28,1738.48,6278.75,6555.06,6651.33,7911.67,2022-03-03,6555.06
19,5501323,16.125,-16.4583333333,152968,16.25,-16.25,"MULTIPOLYGON (((-16.5 16.083333333333428, -16.5 16.166666666666686, -16.416666666666686 16.166666666666686, -16.416666666666686 16.083333333333428, -16.5 16.083333333333428)))",174.45000000000002,0.0,0.08,2934.2400000000002,3371.7000000000003,3371.7000000000003,3371.7000000000003,3378.5,3381.57,3381.57,3381.57,3381.57,3381.57,3381.57,3381.57,3556.02,2022-01-09,3381.57
20,5522936,16.5416666667,-15.375,153690,16.75,-15.25,"MULTIPOLYGON (((-15.416666666666686 16.5, -15.416666666666686 16.583333333333314, -15.333333333333258 16.583333333333314, -15.333333333333258 16.5, -15.416666666666686 16.5)))",0.16,0.060000000000000005,42.38,42.38,219.41,219.41,219.41,221.13000000000002,2194.33,2194.33,2194.33,2194.33,2194.33,2194.33,2194.3900000000003,2194.4900000000002,2022-02-11,2194.33
21,5518608,16.4583333333,-16.0416666667,152968,16.25,-16.25,"MULTIPOLYGON (((-16.08333333333337 16.41666666666663, -16.08333333333337 16.5, -16 16.5, -16 16.41666666666663, -16.08333333333337 16.41666666666663)))",1848.74,560.73,840.35,842.09,1044.93,1050.48,1589.5800000000002,1592.13,1730.53,1759.92,1832.41,1906.1200000000001,2110.6400000000003,2140.25,2592.94,7465.620000000001,2022-02-03,2140.25
22,5522935,16.5416666667,-15.4583333333,153690,16.75,-15.25,"MULTIPOLYGON (((-15.5 16.5, -15.5 16.583333333333314, -15.416666666666686 16.583333333333314, -15.416666666666686 16.5, -15.5 16.5)))",1.61,0.0,669.46,669.46,824.51,824.51,824.51,827.45,5718.400000000001,5718.400000000001,5718.400000000001,5718.400000000001,5718.400000000001,5718.400000000001,5718.400000000001,5720.01,2022-02-11,5718.400000000001
23,5518607,16.4583333333,-16.125,152968,16.25,-16.25,"MULTIPOLYGON (((-16.16666666666663 16.41666666666663, -16.16666666666663 16.5, -16.08333333333337 16.5, -16.08333333333337 16.41666666666663, -16.16666666666663 16.41666666666663)))",7626.110000000001,380.77000000000004,386.58000000000004,388.42,439.32,439.54,512.09,516.9,517.13,517.15,523.53,530.8000000000001,542.22,545.1600000000001,889.1500000000001,8611.84,2022-03-13,545.1600000000001
24,5518606,16.4583333333,-16.2083333333,152968,16.25,-16.25,"MULTIPOLYGON (((-16.25 16.41666666666663, -16.25 16.5, -16.16666666666663 16.5, -16.16666666666663 16.41666666666663, -16.25 16.41666666666663)))",7481.660000000001,458.77000000000004,484.29,484.51000000000005,902.22,902.22,903.6800000000001,951.82,1086.97,1086.97,1087.04,1095.8600000000001,1099.8500000000001,1099.8600000000001,1558.6200000000001,8602.560000000001,2022-03-13,1099.8600000000001
25,5501327,16.125,-16.125,152968,16.25,-16.25,"MULTIPOLYGON (((-16.16666666666663 16.083333333333428, -16.16666666666663 16.166666666666686, -16.08333333333337 16.166666666666686, -16.08333333333337 16.083333333333428, -16.16666666666663 16.083333333333428)))",0.0,242.63000000000002,242.76000000000002,242.76000000000002,242.76000000000002,242.76000000000002,242.76000000000002,242.8,637.5600000000001,637.6700000000001,637.6700000000001,637.6700000000001,637.6700000000001,637.6700000000001,880.3000000000001,2231.1600000000003,2022-02-11,637.6700000000001
26,5518613,16.4583333333,-15.625,152969,16.25,-15.75,"MULTIPOLYGON (((-15.666666666666629 16.41666666666663, -15.666666666666629 16.5, -15.583333333333371 16.5, -15.583333333333371 16.41666666666663, -15.666666666666629 16.41666666666663)))",0.15,28.220000000000002,1299.5900000000001,1299.5900000000001,1408.16,1408.16,1408.16,1410.0900000000001,2348.4700000000003,2348.4700000000003,2348.4700000000003,2348.4700000000003,2348.4700000000003,2348.4700000000003,2376.69,2349.42,2022-01-07,2348.4700000000003
27,5501326,16.125,-16.2083333333,152968,16.25,-16.25,"MULTIPOLYGON (((-16.25 16.083333333333428, -16.25 16.166666666666686, -16.16666666666663 16.166666666666686, -16.16666666666663 16.083333333333428, -16.25 16.083333333333428)))",0.19,1285.52,1285.88,1285.88,1289.55,1289.55,1289.55,1289.89,1566.3600000000001,1566.3600000000001,1566.3600000000001,1566.3600000000001,1566.3600000000001,1566.3600000000001,2851.88,6238.320000000001,2022-03-13,1566.3600000000001
28,5518612,16.4583333333,-15.7083333333,152969,16.25,-15.75,"MULTIPOLYGON (((-15.75 16.41666666666663, -15.75 16.5, -15.666666666666629 16.5, -15.666666666666629 16.41666666666663, -15.75 16.41666666666663)))",0.36000000000000004,188.41,1136.3300000000002,1197.77,1468.0700000000002,1498.94,1499.9,1505.0700000000002,1768.3200000000002,1844.73,1844.8300000000002,1848.67,1857.96,1880.0300000000002,2068.38,2464.9700000000003,2022-01-07,1880.0300000000002
29,5501325,16.125,-16.2916666667,152968,16.25,-16.25,"MULTIPOLYGON (((-16.333333333333314 16.083333333333428, -16.333333333333314 16.166666666666686, -16.25 16.166666666666686, -16.25 16.083333333333428, -16.333333333333314 16.083333333333428)))",4.140000000000001,1041.96,1045.18,1415.67,1474.47,1474.49,1475.49,1486.44,1501.96,1502.29,1502.29,1502.51,1502.72,1502.8000000000002,2544.52,8611.84,2022-03-13,1502.8000000000002
30,5518611,16.4583333333,-15.7916666667,152969,16.25,-15.75,"MULTIPOLYGON (((-15.833333333333314 16.41666666666663, -15.833333333333314 16.5, -15.75 16.5, -15.75 16.41666666666663, -15.833333333333314 16.41666666666663)))",0.17,64.85000000000001,290.29,317.3,449.8,506.47,703.07,705.5600000000001,708.9100000000001,784.1800000000001,894.7800000000001,982.22,1066.24,1188.55,1228.28,2687.35,2022-01-07,1188.55
31,5518610,16.4583333333,-15.875,152969,16.25,-15.75,"MULTIPOLYGON (((-15.916666666666686 16.41666666666663, -15.916666666666686 16.5, -15.833333333333314 16.5, -15.833333333333314 16.41666666666663, -15.916666666666686 16.41666666666663)))",0.87,71.11,1302.5,3180.8500000000004,3396.25,3436.8900000000003,3499.9700000000003,3505.21,3509.1200000000003,3540.3300000000004,3555.59,3557.53,6788.14,6846.56,6847.4400000000005,7730.150000000001,2022-03-03,6846.56
32,5518614,16.4583333333,-15.5416666667,152969,16.25,-15.75,"MULTIPOLYGON (((-15.583333333333371 16.41666666666663, -15.583333333333371 16.5, -15.5 16.5, -15.5 16.41666666666663, -15.583333333333371 16.41666666666663)))",0.39,0.0,96.67,96.67,99.57000000000001,99.57000000000001,99.57000000000001,100.36,783.86,783.86,783.86,783.86,783.86,783.86,783.86,784.25,2022-02-11,783.86
33,5497004,16.0416666667,-16.375,152968,16.25,-16.25,"MULTIPOLYGON (((-16.416666666666686 16, -16.416666666666686 16.083333333333428, -16.333333333333314 16.083333333333428, -16.333333333333314 16, -16.416666666666686 16)))",18.12,199.59,204.03,3059.09,3161.8,3161.8,3161.81,3190.77,5474.490000000001,5474.87,5474.87,5474.87,5474.88,5474.88,5674.47,8566.460000000001,2022-01-09,5474.88
34,5514288,16.375,-16.0416666667,152968,16.25,-16.25,"MULTIPOLYGON (((-16.08333333333337 16.33333333333337, -16.08333333333337 16.41666666666663, -16 16.41666666666663, -16 16.33333333333337, -16.08333333333337 16.33333333333337)))",189.74,1230.28,1296.52,1299.75,1380.0,1388.02,1851.65,1856.49,1864.23,1896.5300000000002,2035.8500000000001,2111.15,2212.25,2234.32,3418.32,8602.52,2022-03-13,2234.32
35,5497003,16.0416666667,-16.4583333333,152968,16.25,-16.25,"MULTIPOLYGON (((-16.5 16, -16.5 16.083333333333428, -16.416666666666686 16.083333333333428, -16.416666666666686 16, -16.5 16)))",32.870000000000005,0.0,4.430000000000001,1983.43,3111.36,3111.36,3111.36,3135.73,7542.17,7542.17,7542.17,7542.17,7542.17,7542.17,7542.17,7575.04,2022-02-11,7542.17
36,5514287,16.375,-16.125,152968,16.25,-16.25,"MULTIPOLYGON (((-16.16666666666663 16.33333333333337, -16.16666666666663 16.41666666666663, -16.08333333333337 16.41666666666663, -16.08333333333337 16.33333333333337, -16.16666666666663 16.33333333333337)))",3198.27,647.98,663.5500000000001,677.45,861.23,876.26,1168.8,1177.96,1218.65,1245.9,1308.0900000000001,1403.3300000000002,1482.8100000000002,1514.42,2138.61,8602.560000000001,2022-03-13,1514.42
37,5514286,16.375,-16.2083333333,152968,16.25,-16.25,"MULTIPOLYGON (((-16.25 16.33333333333337, -16.25 16.41666666666663, -16.16666666666663 16.41666666666663, -16.16666666666663 16.33333333333337, -16.25 16.33333333333337)))",3383.8300000000004,2115.26,2166.6400000000003,2168.13,3475.07,3475.07,3541.81,3560.3300000000004,4117.97,4121.12,4161.79,4219.4400000000005,4233.91,4233.93,6344.58,8593.29,2022-03-13,4233.93
38,5514285,16.375,-16.2916666667,152968,16.25,-16.25,"MULTIPOLYGON (((-16.333333333333314 16.33333333333337, -16.333333333333314 16.41666666666663, -16.25 16.41666666666663, -16.25 16.33333333333337, -16.333333333333314 16.33333333333337)))",4056.7000000000003,829.87,850.74,853.9200000000001,1569.3500000000001,1569.3500000000001,1569.3700000000001,1589.25,3898.44,3898.44,3898.44,3898.6000000000004,3901.46,3901.46,4731.33,8171.530000000001,2022-02-11,3901.46
39,5514292,16.375,-15.7083333333,152969,16.25,-15.75,"MULTIPOLYGON (((-15.75 16.33333333333337, -15.75 16.41666666666663, -15.666666666666629 16.41666666666663, -15.666666666666629 16.33333333333337, -15.75 16.33333333333337)))",0.54,427.86,752.35,758.1,795.6500000000001,797.6500000000001,825.07,826.2800000000001,828.73,930.0300000000001,933.3100000000001,941.38,956.5400000000001,963.3900000000001,1389.54,1758.0,2022-03-13,963.3900000000001
40,5497006,16.0416666667,-16.2083333333,152968,16.25,-16.25,"MULTIPOLYGON (((-16.25 16, -16.25 16.083333333333428, -16.16666666666663 16.083333333333428, -16.16666666666663 16, -16.25 16)))",0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.29000000000000004,0.29000000000000004,0.29000000000000004,0.29000000000000004,0.29000000000000004,0.4,150.92000000000002,2022-02-21,0.29000000000000004
41,5514291,16.375,-15.7916666667,152969,16.25,-15.75,"MULTIPOLYGON (((-15.833333333333314 16.33333333333337, -15.833333333333314 16.41666666666663, -15.75 16.41666666666663, -15.75 16.33333333333337, -15.833333333333314 16.33333333333337)))",3.0900000000000003,656.14,1649.0500000000002,1852.5500000000002,2065.2000000000003,2065.25,2071.98,2077.98,2078.73,2109.34,2109.34,2109.5,2676.26,2678.38,3334.5,3360.76,2022-01-07,2678.38
42,5497005,16.0416666667,-16.2916666667,152968,16.25,-16.25,"MULTIPOLYGON (((-16.333333333333314 16, -16.333333333333314 16.083333333333428, -16.25 16.083333333333428, -16.25 16, -16.333333333333314 16)))",1.4200000000000002,178.23000000000002,179.22,1930.3700000000001,1931.0600000000002,1931.0600000000002,1931.0800000000002,1932.69,2167.01,2172.25,2172.25,2172.25,2172.3900000000003,2172.3900000000003,2350.62,5625.43,2022-01-09,2172.3900000000003
43,5514290,16.375,-15.875,152969,16.25,-15.75,"MULTIPOLYGON (((-15.916666666666686 16.33333333333337, -15.916666666666686 16.41666666666663, -15.833333333333314 16.41666666666663, -15.833333333333314 16.33333333333337, -15.916666666666686 16.33333333333337)))",1.07,60.480000000000004,1507.1000000000001,2049.37,2112.7400000000002,2135.02,2166.34,2169.61,2244.7000000000003,2264.6600000000003,2264.6600000000003,2264.67,6067.81,6126.610000000001,6182.070000000001,7818.43,2022-03-03,6126.610000000001
44,5514289,16.375,-15.9583333333,152969,16.25,-15.75,"MULTIPOLYGON (((-16 16.33333333333337, -16 16.41666666666663, -15.916666666666686 16.41666666666663, -15.916666666666686 16.33333333333337, -16 16.33333333333337)))",5.46,284.66,1146.7,1177.3400000000001,1234.14,1241.25,1534.2,1547.75,3423.44,3486.8900000000003,3538.38,3638.54,3885.1200000000003,3920.13,4195.72,8593.29,2022-02-11,3920.13
45,5509964,16.2916666667,-16.375,152968,16.25,-16.25,"MULTIPOLYGON (((-16.416666666666686 16.25, -16.416666666666686 16.33333333333337, -16.333333333333314 16.33333333333337, -16.333333333333314 16.25, -16.416666666666686 16.25)))",462.3,925.7800000000001,926.7800000000001,928.32,1252.93,1252.94,1268.6000000000001,1270.16,2272.28,2272.77,2275.15,2275.4,2275.4,2275.4,3200.86,2939.01,2022-02-11,2275.4
46,5492684,15.9583333333,-16.375,152248,15.75,-16.25,"MULTIPOLYGON (((-16.416666666666686 15.916666666666742, -16.416666666666686 16, -16.333333333333314 16, -16.333333333333314 15.916666666666742, -16.416666666666686 15.916666666666742)))",4.78,0.0,0.07,0.28,7.970000000000001,7.970000000000001,7.970000000000001,9.48,1652.2900000000002,1652.2900000000002,1652.2900000000002,1652.2900000000002,1652.2900000000002,1652.2900000000002,1652.2900000000002,1657.0700000000002,2022-02-11,1652.2900000000002
47,5509968,16.2916666667,-16.0416666667,152968,16.25,-16.25,"MULTIPOLYGON (((-16.08333333333337 16.25, -16.08333333333337 16.33333333333337, -16 16.33333333333337, -16 16.25, -16.08333333333337 16.25)))",0.8,718.0500000000001,1028.67,1029.0800000000002,1034.42,1034.42,1060.8,1063.01,1420.15,1421.22,1429.78,1442.77,1446.5700000000002,1446.5700000000002,2163.08,8611.84,2022-03-13,1446.5700000000002
48,5492683,15.9583333333,-16.4583333333,152248,15.75,-16.25,"MULTIPOLYGON (((-16.5 15.916666666666742, -16.5 16, -16.416666666666686 16, -16.416666666666686 15.916666666666742, -16.5 15.916666666666742)))",6.430000000000001,0.0,1.73,56.540000000000006,1175.81,1175.81,1175.81,1188.6200000000001,7805.0,7805.0,7805.0,7805.0,7805.0,7805.0,7805.0,7811.43,2022-02-11,7805.0
49,5509967,16.2916666667,-16.125,152968,16.25,-16.25,"MULTIPOLYGON (((-16.16666666666663 16.25, -16.16666666666663 16.33333333333337, -16.08333333333337 16.33333333333337, -16.08333333333337 16.25, -16.16666666666663 16.25)))",5.65,616.89,673.35,677.12,757.01,757.0400000000001,916.6400000000001,922.1,1608.5500000000002,1616.01,1644.6000000000001,1675.46,1736.45,1759.1100000000001,2373.73,8611.77,2022-02-11,1759.1100000000001
50,5509966,16.2916666667,-16.2083333333,152968,16.25,-16.25,"MULTIPOLYGON (((-16.25 16.25, -16.25 16.33333333333337, -16.16666666666663 16.33333333333337, -16.16666666666663 16.25, -16.25 16.25)))",12.99,1180.8400000000001,1198.31,1198.93,1289.21,1289.22,1380.99,1389.17,5813.18,5813.54,5826.88,5836.92,5844.62,5848.4400000000005,7027.160000000001,8602.560000000001,2022-02-11,5848.4400000000005
51,5509965,16.2916666667,-16.2916666667,152968,16.25,-16.25,"MULTIPOLYGON (((-16.333333333333314 16.25, -16.333333333333314 16.33333333333337, -16.25 16.33333333333337, -16.25 16.25, -16.333333333333314 16.25)))",280.94,1427.77,1428.8000000000002,1429.49,1476.51,1476.51,1525.41,1527.8100000000002,7047.4800000000005,7048.34,7065.17,7091.7300000000005,7117.240000000001,7121.12,8547.640000000001,8611.84,2022-02-11,7121.12
